|BTC|,|2018-03-21 03:26:30.912435|,|7941.392000000001|,|8985.09|,|1.0|,|7941.392000000001|,|8985.09|,|544652.7576019994|,|3|,|8985.09|,|7941.392000000001|,|544652.7576019994|,|99.51625688|,|1.0|,|{'errors': 'false', 'response': {'entity': {'order_id': '2011', 'transaction_id': '6517'}}}|,|7941.392000000001|,|2011|,|6517|,|{'id': '26875', 'status': 'success'}|,|8985.09|,|26875|
|LTC|,|2018-03-21 03:26:33.821821|,|150.46848|,|170.42|,|1.0|,|150.46848|,|170.42|,|199.03157515519976|,|6|,|170.42|,|150.46848|,|199.03157515519976|,|98.12|,|1.0|,|{'errors': 'false', 'response': {'entity': {'order_id': '2011', 'transaction_id': '6517'}}}|,|150.46848|,|2011|,|6517|,|{'id': '26875', 'status': 'success'}|,|170.42|,|26875|
|ETH|,|2018-03-21 03:26:36.836621|,|521.624064|,|562.85|,|1.0|,|521.624064|,|562.85|,|849.7888995380499|,|11|,|562.84|,|521.624064|,|849.7888995380499|,|990.0|,|1.0|,|{'errors': 'false', 'response': {'entity': {'order_id': '2011', 'transaction_id': '6517'}}}|,|521.624064|,|2011|,|6517|,|{'id': '26875', 'status': 'success'}|,|562.85|,|26875|
|BCH|,|2018-03-21 03:26:39.525128|,|1036.5606400000001|,|1054.04|,|1.0|,|1036.5606400000001|,|1054.04|,|152.76401300479677|,|15|,|1054.04|,|1036.5606400000001|,|152.76401300479677|,|99.0|,|1.0|,|{'errors': 'false', 'response': {'entity': {'order_id': '2011', 'transaction_id': '6517'}}}|,|1036.5606400000001|,|2011|,|6517|,|{'id': '26875', 'status': 'success'}|,|1054.04|,|26875|
